留言编号,答复意见,first,end,f_first,f_end,f_complete,可解释性词
33655,“UU0081572”您好！您通过平台《问政西地省》的留言收悉，已交发改部门及有关单位调查核处，如有相关情况将及时反馈，谢谢！2018年12月29日尊敬的网民“wents9”：您好！接到您反馈的问题后，我委立即联系涉事企业油中燃气有限公司，对方也给出具体回复意见（见附件）。中华人民共和国国务院令第583号《城镇燃气管理条例》对安装资质等作出具体规定。我委在2017年11月3日批复了B市油中燃气有限公司关于燃气管道与户内设施服务收费标准。针对提出的问题，建议：1、到住建局的燃气办去详细了解，燃气安装是否可以自己购置管道进行安装，自购的灶具是否在燃气办下发的合格名录里；2、对照一下我委的批复文件，如果油中燃气有限公司的票据不一样或是超标，请带相关票据拨打我委投诉电话12358。2019年1月3日,“UU0081572”您好 您通过平台《问政西地省》的留言收悉,对照一下我委的批复文件 如果油中燃气有限公司的票据不一样或是超标 请带相关票据拨打我委投诉电话12358 2019年1月3日,完整,不完整,已解决,"['通过', '调查', '令', '规定', '针对', '了解', '对照', '如果', '或是']"
33670,“UU008572”您好！您通过平台《问政西地省》的留言收悉，已交B2区及有关部门调查核处，如有相关情况将及时反馈，谢谢！2018年12月28日尊敬的“邹建礼”网友：您好！您通过平台《问政西地省》的留言收悉，已交我区有关部门调查核处，如有相关情况将及时反馈，谢谢！2019年1月2日,“UU008572”您好 您通过平台《问政西地省》的留言收悉,已交我区有关部门调查核处 如有相关情况将及时反馈 谢谢 2019年1月2日,完整,完整,已解决,"['通过', '调查', '通过', '调查']"
33695,尊敬的问政网友0000-00000000您好：您反映的问题已收悉，已交市交通局有关部门调查核处，如有相关情况将及时反馈，谢谢！2018年12月18日尊敬的“UU0082315”您好！您反馈的问题已收悉，现将情况反馈如下：西地省机动车驾驶许可培训收费于2014年9月1日起实行市场调节价，其收费标准由经营者自主确定，机动车驾驶员培训机构在学员报名时依法与学员签订培训合同，并明确退学退费处理等内容。2018年12月19日,尊敬的问政网友0000 00000000您好,其收费标准由经营者自主确定 机动车驾驶员培训机构在学员报名时依法与学员签订培训合同 并明确退学退费处理等内容 2018年12月19日,完整,不完整,已解决,"['调查', '依法']"
33701,“UU0081021”您反映的问题已收悉，已交市环保部门调查核处，如有相关情况将及时反馈，谢谢！2018年12月18日网友：您好！您反映的情况已收悉，相关单位高度重视，现将具体情况回复如下：根据您反映的情况，环保B2区分局高度重视，第一时间组织人员调查核实。根据日常监管情况，该处附近没有产生废气的工业企业进行生产。环保B2区分局执法人员在凯旋名门小区周边也开展了详密的排查，未发现有此类现象。同时，贺家土街道办事处城管队员在您所说的地点附近也进行了走访，并未发现燃烧垃圾的情况。城管队员已将电话号码留给附近居民，并告知居民如再闻到气味可及时联系，贺家土街道办事处城管队员将立即找寻并处理。感谢您对我区工作的支持与理解，祝您生活愉快！,“UU0081021”您反映的问题已收悉 已交市环保部门调查核处,贺家土街道办事处城管队员将立即找寻并处理 感谢您对我区工作的支持与理解 祝您生活愉快 ,完整,不完整,已解决,"['调查', '根据', '第一', '根据', '同时', '如']"
33705,网友您好：您反映的问题已收悉，已交公安部门调查回复，谢谢！2018年12月17日网友：您好！公安机关不会随意扣押电动车，除非是盗抢的嫌疑车辆。目前，防盗险仅包含经公安机关认定的整车被盗抢造成的损失和费用，具体免罪条款详见登记表车主联背面。2018年12月17日,网友您好 您反映的问题已收悉,目前 防盗险仅包含经公安机关认定的整车被盗抢造成的损失和费用 具体免罪条款详见登记表车主联背面 2018年12月17日,完整,不完整,已解决,"['调查', '除非', '目前', '认定', '造成']"
33713,网友您好：您反映的问题已收悉，已交B4区有关部门调查回复，谢谢！2018年12月14日网友：您好！关于种田大户的农资补贴工作正在紧锣密鼓地开展，目前正在按照区规模户实施方案进行落实，年前基本能到位。2018年12月14日,网友您好 您反映的问题已收悉,关于种田大户的农资补贴工作正在紧锣密鼓地开展 目前正在按照区规模户实施方案进行落实 年前基本能到位 2018年12月14日,完整,不完整,已解决,"['调查', '目前', '按照']"
33742,网友您好：您反映的问题已收悉，已交云龙示范区有关部门调查核处，如有相关情况将及时反馈，谢谢！2018年11月27日网友：你好!通过了解你所反映的相关问题，并就下一阶段工作作出部署。会议明确：一是成立专门的工作组进驻欢乐假日广场项目，协助新龙凯公司尽快完成办证手续。二是关于建辉公司印章被大坪建筑公司强行拿走事宜，要求新龙凯公司尽快向经开公安分局报案，依法处理。三是要求新龙凯公司尽快筹措资金，在11月29日前对申请退款的15人完成退款，积极与业主代表协商，尽快拿出可行方案。四是新龙凯公司项目开发是市场行为，政府不干扰、不介入，只负责监管，维护社会稳定，使各位业主得到应有的合法权益。五是由新龙凯公司牵头，尽快成立业主委员会，选出代表，参与监管。2018年12月5日,网友您好 您反映的问题已收悉,尽快成立业主委员会 选出代表 参与监管 2018年12月5日,完整,不完整,已解决,"['调查', '通过', '了解', '部署', '一是', '二是', '要求', '三是', '要求', '协商', '方案', '四是', '使']"
33744,网友您好：您反映的问题已收悉，已交B1区有关部门调查核处，如有相关情况将及时反馈，谢谢！2018年11月27日网友：您好！您反映的问题已获悉，11月30日，茨菇塘街道办事处组织业主代表、开发商、物业公司、市国土局工作人员召开了协调会，就您反映的问题进行协商，目前开发商和业主代表已经达成初步协议，租售价格由开发商和业主协商定价，而停车位的产权问题由市相关部门处理。感谢您的留言！2018年12月7日,网友您好 您反映的问题已收悉,租售价格由开发商和业主协商定价 而停车位的产权问题由市相关部门处理 感谢您的留言 2018年12月7日,完整,完整,已解决,"['调查', '协商', '目前', '协议', '协商', '而']"
33757,网友：您好，您反映的问题已收悉，现回复如下：2016年10月，市发改委就城区道路临时停车泊位收费管理项目召开了听证会，听证会邀请了市民代表、专家及相关职能部门参加，会议一致通过了城区道路临时停车泊位收费标准，并根据《西地省机动车停放服务收费管理办法》第八条、第十五条等规定实行。道路临时停车泊位收费的目的是通过价格杠杆调节停车需求，促进车辆即停即走，将长时间停放于道路临时泊位的车辆导向路外公共停车场，提高公共停车场的使用率，使道路临时停车泊位用于短时停车，实现公共停车泊位资源的有效利用。2018年12月3日网友您好：您反映的问题已收悉，已交市发城集团及有关部门调查核处，如有相关情况将及时反馈，谢谢！2018年11月21日,网友 您好,已交市发城集团及有关部门调查核处 如有相关情况将及时反馈 谢谢 2018年11月21日,完整,完整,已解决,"['通过', '根据', '规定', '目的', '通过', '促进', '即', '即', '使', '用于', '调查']"
33798,亲爱的网友：11月1日收悉您在平台《问政西地省》版块所发“请求解决B市向阳路与新塘路交汇处交通拥堵问题”一贴反映情况后，我支队高度重视，迅速展开调查核实，现对有关情况回复如下：1、我支队荷塘大队已对向阳路新塘路口红绿灯进行了优化配置，优先保证向阳路车辆通行、缓解三一歌雅郡路口的交通压力；2、已和市政维护处等相关单位沟通，要求其加快施工进度，尽快完成向阳路相关工程，恢复道路畅通。同时，市政维护处将对向阳路新塘路口南侧的右拐弯车道进行改造，恢复三车道通行，届时将极大缓解向阳路新塘路口的交通压力。衷心感谢网友对交通管理工作的理解和支持，同时也欢迎社会各界人士一如既往地进行监督，多提宝贵意见。2018年11月5日网友：您好！您反映的问题已收悉，已交有关部门调查核处，如有相关情况将及时反馈，谢谢！2018年11月5日,亲爱的网友 11月1日收悉您在平台《问政西地省》版块所发“请求解决B市向阳路与新塘路交汇处交通拥堵问题”一贴反映情况后,已交有关部门调查核处 如有相关情况将及时反馈 谢谢 2018年11月5日,完整,完整,已解决,"['要求', '同时', '同时', '调查']"
